Section,Section_label,Année,Postes
39,"Espaces, territoires et sociétés",2017,3
40,"Politique, Pouvoir, Organisation",2006,3
40,"Politique, Pouvoir, Organisation",2007,3
40,"Politique, Pouvoir, Organisation",2008,3
40,"Politique, Pouvoir, Organisation",2009,2
40,"Politique, Pouvoir, Organisation",2010,3
40,"Politique, Pouvoir, Organisation",2011,7
40,"Politique, Pouvoir, Organisation",2012,4
40,"Politique, Pouvoir, Organisation",2013,6
40,"Politique, Pouvoir, Organisation",2014,4
40,"Politique, Pouvoir, Organisation",2015,7
40,"Politique, Pouvoir, Organisation",2016,5
40,"Politique, Pouvoir, Organisation",2017,3
41,"Mathématiques et interactions des mathématiques",2006,12
41,"Mathématiques et interactions des mathématiques",2007,14
41,"Mathématiques et interactions des mathématiques",2008,13
41,"Mathématiques et interactions des mathématiques",2009,11
41,"Mathématiques et interactions des mathématiques",2010,15
41,"Mathématiques et interactions des mathématiques",2011,17
41,"Mathématiques et interactions des mathématiques",2012,15
41,"Mathématiques et interactions des mathématiques",2013,12
41,"Mathématiques et interactions des mathématiques",2014,11
41,"Mathématiques et interactions des mathématiques",2015,11
41,"Mathématiques et interactions des mathématiques",2016,15
41,"Mathématiques et interactions des mathématiques",2017,13
Interdisciplinaires,"Commissions interdisciplinaires",2006,17
Interdisciplinaires,"Commissions interdisciplinaires",2007,7
Interdisciplinaires,"Commissions interdisciplinaires",2008,12
Interdisciplinaires,"Commissions interdisciplinaires",2009,14
Interdisciplinaires,"Commissions interdisciplinaires",2010,20
Interdisciplinaires,"Commissions interdisciplinaires",2011,5
Interdisciplinaires,"Commissions interdisciplinaires",2012,13
Interdisciplinaires,"Commissions interdisciplinaires",2013,13
Interdisciplinaires,"Commissions interdisciplinaires",2014,15
Interdisciplinaires,"Commissions interdisciplinaires",2015,14
Interdisciplinaires,"Commissions interdisciplinaires",2016,14
Interdisciplinaires,"Commissions interdisciplinaires",2017,16
